,#SampleID,ERR209679_1_kneaddata_taxonomic_profile,ERR209680_1_kneaddata_taxonomic_profile,ERR209681_1_kneaddata_taxonomic_profile,ERR209684_1_kneaddata_taxonomic_profile,ERR209685_1_kneaddata_taxonomic_profile,ERR209690_1_kneaddata_taxonomic_profile,ERR209691_1_kneaddata_taxonomic_profile,ERR209692_1_kneaddata_taxonomic_profile,ERR209693_1_kneaddata_taxonomic_profile,ERR209695_1_kneaddata_taxonomic_profile,ERR209696_1_kneaddata_taxonomic_profile,ERR209697_1_kneaddata_taxonomic_profile,ERR209698_1_kneaddata_taxonomic_profile,ERR209699_1_kneaddata_taxonomic_profile,ERR209700_1_kneaddata_taxonomic_profile,ERR209701_1_kneaddata_taxonomic_profile,ERR209706_1_kneaddata_taxonomic_profile,ERR209707_1_kneaddata_taxonomic_profile,ERR209708_1_kneaddata_taxonomic_profile,ERR209709_1_kneaddata_taxonomic_profile,ERR209710_1_kneaddata_taxonomic_profile,ERR209711_1_kneaddata_taxonomic_profile,ERR209715_1_kneaddata_taxonomic_profile,ERR209716_1_kneaddata_taxonomic_profile,ERR209717_1_kneaddata_taxonomic_profile,ERR209729_1_kneaddata_taxonomic_profile,ERR209730_1_kneaddata_taxonomic_profile,ERR209731_1_kneaddata_taxonomic_profile,ERR209732_1_kneaddata_taxonomic_profile,ERR209739_1_kneaddata_taxonomic_profile,ERR209740_1_kneaddata_taxonomic_profile,ERR209743_1_kneaddata_taxonomic_profile,ERR209744_1_kneaddata_taxonomic_profile,ERR209745_1_kneaddata_taxonomic_profile,ERR209746_1_kneaddata_taxonomic_profile
139,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,1.52237,0.0,0.0,4.97703,17.00936,9.319139999999999,1.27414,6.42784,6.88897,8.15495,8.22015,7.901560000000001,0.0,0.0,10.95015,11.15653,5.63964,5.43825,0.0,0.026080000000000002,2.62473,2.63246,5.452999999999999,15.278579999999998,14.703560000000001,0.014180000000000002,0.00855,0.15635,0.8903399999999999,9.22953,9.61048,4.79862,0.0,8.32317,9.17272
140,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22126,2.7219900000000004,2.64055,0.0,0.0,10.95015,11.15653,0.86211,0.84478,0.0,0.0,0.0,0.0,2.72674,11.56845,11.60652,0.0,0.0,0.0,0.0,1.3851200000000001,1.4187100000000001,2.97296,0.0,4.92649,5.24744
141,Barnesiella_intestinihominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22126,2.7219900000000004,2.64055,0.0,0.0,10.95015,11.15653,0.86211,0.84478,0.0,0.0,0.0,0.0,2.72674,11.56845,11.60652,0.0,0.0,0.0,0.0,1.3851200000000001,1.4187100000000001,2.97296,0.0,4.92649,5.24744
142,Barnesiella_intestinihominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22126,2.7219900000000004,2.64055,0.0,0.0,10.95015,11.15653,0.86211,0.84478,0.0,0.0,0.0,0.0,2.72674,11.56845,11.60652,0.0,0.0,0.0,0.0,1.3851200000000001,1.4187100000000001,2.97296,0.0,4.92649,5.24744
143,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Butyricimonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00494,0.00165,0.00202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008699999999999999
144,Butyricimonas_synergistica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00494,0.00165,0.00202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008699999999999999
145,Butyricimonas_synergistica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00494,0.00165,0.00202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008699999999999999
146,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09441000000000001,0.13815,0.18607,0.0,0.0,0.0,0.0,0.09724,0.08054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Coprobacter_fastidiosus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09441000000000001,0.13815,0.18607,0.0,0.0,0.0,0.0,0.09724,0.08054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Coprobacter_fastidiosus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09441000000000001,0.13815,0.18607,0.0,0.0,0.0,0.0,0.09724,0.08054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52084,1.46052,0.26823,0.50538,0.52044,0.0,0.0,0.0,0.0,0.18373,0.17902,0.0,0.0,2.62473,2.63246,0.65659,0.9389,0.92317,0.0,0.0,0.15635,0.8903399999999999,0.17363,0.18955,0.0,0.0,1.62073,1.8839400000000002
150,Odoribacter_splanchnicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52084,1.46052,0.26823,0.50538,0.52044,0.0,0.0,0.0,0.0,0.18373,0.17902,0.0,0.0,2.62473,2.63246,0.65659,0.9389,0.92317,0.0,0.0,0.0,0.8903399999999999,0.0,0.0,0.0,0.0,1.62073,1.8839400000000002
151,Odoribacter_splanchnicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52084,1.46052,0.26823,0.50538,0.52044,0.0,0.0,0.0,0.0,0.18373,0.17902,0.0,0.0,2.62473,2.63246,0.65659,0.9389,0.92317,0.0,0.0,0.0,0.8903399999999999,0.0,0.0,0.0,0.0,1.62073,1.8839400000000002
152,Odoribacter_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15635,0.0,0.17363,0.18955,0.0,0.0,0.0,0.0
153,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides,1.52237,0.0,0.0,4.97703,17.00936,9.319139999999999,1.27414,4.907,5.42845,6.57105,4.85462,4.55334,0.0,0.0,0.0,0.0,4.496569999999999,4.3339099999999995,0.0,0.026080000000000002,0.0,0.0,2.06473,2.76958,2.1718599999999997,0.014180000000000002,0.00855,0.0,0.0,7.670780000000001,8.00221,1.8256599999999998,0.0,1.77595,2.04047
154,Parabacteroides_distasonis,0.73443,0.0,0.0,0.0,0.0,0.0,0.7026399999999999,0.0,0.0,0.42951000000000006,0.46215,0.34,0.0,0.0,0.0,0.0,0.05451,0.16247,0.0,0.0,0.0,0.0,0.0,0.0,0.00318,0.0,0.0,0.0,0.0,4.76766,5.010330000000001,0.0,0.0,0.0,0.00265
155,Parabacteroides_distasonis,0.73443,0.0,0.0,0.0,0.0,0.0,0.7026399999999999,0.0,0.0,0.42951000000000006,0.46215,0.34,0.0,0.0,0.0,0.0,0.05451,0.16247,0.0,0.0,0.0,0.0,0.0,0.0,0.00318,0.0,0.0,0.0,0.0,4.76766,5.010330000000001,0.0,0.0,0.0,0.00265
156,Parabacteroides_goldsteinii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Parabacteroides_goldsteinii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Parabacteroides_johnsonii,0.0,0.0,0.0,4.97703,16.99861,0.0,0.0,0.0,0.0,0.19242,0.429,0.41615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08800000000000001,0.09585,0.0,0.0,0.0,0.0
159,Parabacteroides_johnsonii,0.0,0.0,0.0,4.97703,16.99861,0.0,0.0,0.0,0.0,0.19242,0.429,0.41615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08800000000000001,0.09585,0.0,0.0,0.0,0.0
160,Parabacteroides_merdae,0.40198,0.0,0.0,0.0,0.010759999999999999,0.0,0.0,0.0,0.0,0.75374,0.93089,0.9351799999999999,0.0,0.0,0.0,0.0,2.39763,2.38902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81511,2.89603,1.8256599999999998,0.0,1.13357,1.3324799999999999
161,Parabacteroides_merdae,0.40198,0.0,0.0,0.0,0.010759999999999999,0.0,0.0,0.0,0.0,0.75374,0.93089,0.9351799999999999,0.0,0.0,0.0,0.0,2.39763,2.38902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81511,2.89603,1.8256599999999998,0.0,1.13357,1.3324799999999999
162,Parabacteroides_unclassified,0.38595999999999997,0.0,0.0,0.0,0.0,9.319139999999999,0.5715,4.907,5.42845,5.19539,3.0325900000000003,2.86081,0.0,0.0,0.0,0.0,2.0444299999999997,1.7824200000000001,0.0,0.026080000000000002,0.0,0.0,2.06473,2.76958,2.16867,0.014180000000000002,0.00855,0.0,0.0,0.0,0.0,0.0,0.0,0.6423800000000001,0.70534
163,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.38094,0.0,0.0,0.0,0.0,0.0,0.0,0.00785,0.0057,1.07464,0.0,0.01138,38.903859999999995,39.69603,48.993970000000004,48.116009999999996,1.95507,1.97537,0.0038299999999999996,0.02667,0.0,0.008709999999999999,0.0,0.0,0.0,0.11150999999999998,0.09444,0.08931,0.09623999999999999,2.07023,2.03863,0.0,0.0,1.68272,1.7719200000000002
164,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95507,1.97537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07023,2.03384,0.0,0.0,1.68272,1.7719200000000002
165,Paraprevotella_clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879,1.04235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61523,0.6301899999999999
166,Paraprevotella_clara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879,1.04235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61523,0.6301899999999999
167,Paraprevotella_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02825,0.8959299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37476,0.30848000000000003,0.0,0.0,1.04367,1.11794
168,Paraprevotella_xylaniphila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04782,0.03709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69547,1.7253599999999998,0.0,0.0,0.023819999999999997,0.0238
169,Paraprevotella_xylaniphila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04782,0.03709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69547,1.7253599999999998,0.0,0.0,0.023819999999999997,0.0238
170,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,0.38094,0.0,0.0,0.0,0.0,0.0,0.0,0.00785,0.0057,1.07464,0.0,0.01138,38.903859999999995,39.69603,48.993970000000004,48.116009999999996,0.0,0.0,0.0038299999999999996,0.02667,0.0,0.008709999999999999,0.0,0.0,0.0,0.11150999999999998,0.09444,0.08931,0.09623999999999999,0.0,0.0047799999999999995,0.0,0.0,0.0,0.0
171,Prevotella_bivia,0.2734,0.0,0.0,0.0,0.0,0.0,0.0,0.00785,0.0057,1.05651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047799999999999995,0.0,0.0,0.0,0.0
172,Prevotella_bivia,0.2734,0.0,0.0,0.0,0.0,0.0,0.0,0.00785,0.0057,1.05651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047799999999999995,0.0,0.0,0.0,0.0
173,Prevotella_copri,0.10754000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00203,0.0,0.01138,38.903859999999995,39.69603,48.993970000000004,48.116009999999996,0.0,0.0,0.0038299999999999996,0.02667,0.0,0.008709999999999999,0.0,0.0,0.0,0.11150999999999998,0.09444,0.08931,0.09623999999999999,0.0,0.0,0.0,0.0,0.0,0.0
174,Prevotella_copri,0.10754000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00203,0.0,0.01138,38.903859999999995,39.69603,48.993970000000004,48.116009999999996,0.0,0.0,0.0038299999999999996,0.02667,0.0,0.008709999999999999,0.0,0.0,0.0,0.11150999999999998,0.09444,0.08931,0.09623999999999999,0.0,0.0,0.0,0.0,0.0,0.0
175,Prevotella_disiens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Prevotella_disiens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Prevotella_timonensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013619999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Prevotella_timonensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013619999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae,0.0,0.0,0.0,0.0,5.71807,0.0,0.0,1.70888,1.95055,0.04958,0.24391999999999997,0.1496,0.0,0.0,0.0,0.0,2.1814400000000003,2.44861,0.0,0.0,1.90465,1.2864200000000001,9.836030000000001,15.827179999999998,17.03464,0.03762,0.04241,1.87642,1.57925,0.13810999999999998,0.09905,0.32747,0.0,9.47687,8.46297
180,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,0.0,0.0,0.0,0.0,5.71807,0.0,0.0,1.70888,1.95055,0.04958,0.24391999999999997,0.1496,0.0,0.0,0.0,0.0,2.1814400000000003,2.44861,0.0,0.0,1.90465,1.2864200000000001,9.836030000000001,15.827179999999998,17.03464,0.03762,0.04241,1.87642,1.57925,0.13810999999999998,0.09905,0.32747,0.0,9.47687,8.46297
181,Alistipes_finegoldii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019190000000000002,0.02454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04562,0.05776,0.0,0.0,0.75773,0.70024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027010000000000003,0.026010000000000002
182,Alistipes_finegoldii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019190000000000002,0.02454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04562,0.05776,0.0,0.0,0.75773,0.70024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027010000000000003,0.026010000000000002
183,Alistipes_indistinctus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025869999999999997,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Alistipes_indistinctus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025869999999999997,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Alistipes_onderdonkii,0.0,0.0,0.0,0.0,0.18234,0.0,0.0,1.6896900000000001,1.9260099999999998,0.0071200000000000005,0.04272,0.03465,0.0,0.0,0.0,0.0,0.059820000000000005,0.06422,0.0,0.0,0.0,0.0,2.60922,1.1383,1.3226799999999999,0.0,0.0,1.49549,1.27704,0.00172,0.0,0.0,0.0,2.11171,1.70205
186,Alistipes_onderdonkii,0.0,0.0,0.0,0.0,0.18234,0.0,0.0,1.6896900000000001,1.9260099999999998,0.0071200000000000005,0.04272,0.03465,0.0,0.0,0.0,0.0,0.059820000000000005,0.06422,0.0,0.0,0.0,0.0,2.60922,1.1383,1.3226799999999999,0.0,0.0,1.49549,1.27704,0.00172,0.0,0.0,0.0,2.11171,1.70205
187,Alistipes_putredinis,0.0,0.0,0.0,0.0,5.53573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8263200000000002,2.0361,0.0,0.0,0.049210000000000004,0.06469,7.22681,14.30577,15.280879999999998,0.03644,0.04241,0.02275,0.010459999999999999,0.0,0.0,0.32747,0.0,7.0323899999999995,6.44606
188,Alistipes_putredinis,0.0,0.0,0.0,0.0,5.53573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8263200000000002,2.0361,0.0,0.0,0.049210000000000004,0.06469,7.22681,14.30577,15.280879999999998,0.03644,0.04241,0.02275,0.010459999999999999,0.0,0.0,0.32747,0.0,7.0323899999999995,6.44606
189,Alistipes_senegalensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033200000000000005,0.0037600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04618,0.03729,0.0,0.0,0.0,0.0
190,Alistipes_senegalensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033200000000000005,0.0037600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04618,0.03729,0.0,0.0,0.0,0.0
191,Alistipes_shahii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01621,0.08689,0.05906,0.0,0.0,0.0,0.0,0.2205,0.25806999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30577,0.28884
192,Alistipes_shahii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01621,0.08689,0.05906,0.0,0.0,0.0,0.0,0.2205,0.25806999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30577,0.28884
193,Alistipes_sp_AP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3831,0.43108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Alistipes_sp_AP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3831,0.43108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Alistipes_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02625,0.11432,0.055889999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09771,0.52148,0.0,0.0,0.0,0.00119,0.0,0.35818,0.29175,0.09021,0.06175,0.0,0.0,0.0,0.0
196,k__Bacteria|p__Candidatus_Saccharibacteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00322,0.0,0.0,0.0,0.0
197,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00322,0.0,0.0,0.0,0.0
198,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00322,0.0,0.0,0.0,0.0
199,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00322,0.0,0.0,0.0,0.0
200,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.00322,0.0,0.0,0.0,0.0
